('OGeneral', 'Window', 'Inverter AC', '1 ton', 21000, 'AGL48P')
('Daikin', 'Centralised', 'Inverter AC', '2 ton', 46500, 'CIL50R')
('Daikin', 'Centralised', 'Inverter AC', '2 ton', 56000, 'CIL51R')
('Daikin', 'Centralised', 'Inverter AC', '2 ton', 66000, 'CIL52R')
('Daikin', 'Centralised', 'Inverter AC', '3 ton', 29500, 'CIL48S')
('Daikin', 'Centralised', 'Inverter AC', '3 ton', 36000, 'CIL49S')
('Daikin', 'Centralised', 'Inverter AC', '3 ton', 48000, 'CIL50S')
('Daikin', 'Centralised', 'Inverter AC', '3 ton', 57500, 'CIL51S')
('Daikin', 'Centralised', 'Inverter AC', '3 ton', 68000, 'CIL52S')
('Daikin', 'Centralised', 'Non Inverter AC', '1 ton', 21500, 'CIM48P')
('Daikin', 'Centralised', 'Non Inverter AC', '1 ton', 31000, 'CIM49P')
('Daikin', 'Centralised', 'Non Inverter AC', '1 ton', 43000, 'CIM50P')
('Daikin', 'Centralised', 'Non Inverter AC', '1 ton', 52500, 'CIM51P')
('Daikin', 'Centralised', 'Non Inverter AC', '1 ton', 63000, 'CIM52P')
('Daikin', 'Centralised', 'Non Inverter AC', '1.5 ton', 23000, 'CIM48Q')
('Daikin', 'Centralised', 'Non Inverter AC', '1.5 ton', 32500, 'CIM49Q')
('Daikin', 'Centralised', 'Non Inverter AC', '1.5 ton', 44500, 'CIM50Q')
('Daikin', 'Centralised', 'Non Inverter AC', '1.5 ton', 54000, 'CIM51Q')
('Daikin', 'Centralised', 'Non Inverter AC', '1.5 ton', 65000, 'CIM52Q')
('Daikin', 'Centralised', 'Non Inverter AC', '2 ton', 25000, 'CIM48R')
('Daikin', 'Centralised', 'Non Inverter AC', '2 ton', 34000, 'CIM49R')
('Daikin', 'Centralised', 'Non Inverter AC', '2 ton', 46000, 'CIM50R')
('Daikin', 'Centralised', 'Non Inverter AC', '2 ton', 55500, 'CIM51R')
('Daikin', 'Centralised', 'Non Inverter AC', '2 ton', 66500, 'CIM52R')
('Daikin', 'Centralised', 'Non Inverter AC', '3 ton', 27000, 'CIM48S')
('Daikin', 'Centralised', 'Non Inverter AC', '3 ton', 38500, 'CIM49S')
('Daikin', 'Centralised', 'Non Inverter AC', '3 ton', 48000, 'CIM50S')
('Daikin', 'Centralised', 'Non Inverter AC', '3 ton', 57000, 'CIM51S')
('Daikin', 'Centralised', 'Non Inverter AC', '3 ton', 68500, 'CIM52S')
('LG', 'Window', 'Inverter AC', '1 ton', 20000, 'DGL48P')
('LG', 'Window', 'Inverter AC', '1 ton', 30500, 'DGL49P')
('LG', 'Window', 'Inverter AC', '1 ton', 42000, 'DGL50P')
('LG', 'Window', 'Inverter AC', '1 ton', 54000, 'DGL51P')
('LG', 'Window', 'Inverter AC', '1 ton', 62000, 'DGL52P')
('LG', 'Window', 'Inverter AC', '1.5 ton', 22500, 'DGL48Q')
('LG', 'Window', 'Inverter AC', '1.5 ton', 33000, 'DGL49Q')
('LG', 'Window', 'Inverter AC', '1.5 ton', 41000, 'DGL50Q')
('LG', 'Window', 'Inverter AC', '1.5 ton', 56500, 'DGL51Q')
('LG', 'Window', 'Inverter AC', '1.5 ton', 63500, 'DGL52Q')
('LG', 'Window', 'Inverter AC', '2 ton', 24000, 'DGL48R')
('LG', 'Window', 'Inverter AC', '2 ton', 36000, 'DGL49R')
('LG', 'Window', 'Inverter AC', '2 ton', 45000, 'DGL50R')
('LG', 'Window', 'Inverter AC', '2 ton', 58000, 'DGL51R')
('LG', 'Window', 'Inverter AC', '2 ton', 67000, 'DGL52R')
('LG', 'Window', 'Inverter AC', '3 ton', 26500, 'DGL48S')
('LG', 'Window', 'Inverter AC', '3 ton', 36000, 'DGL49S')
('LG', 'Window', 'Inverter AC', '3 ton', 47000, 'DGL50S')
('LG', 'Window', 'Inverter AC', '3 ton', 59000, 'DGL51S')
('LG', 'Window', 'Inverter AC', '3 ton', 66500, 'DGL52S')
('LG', 'Window', 'Non Inverter AC', '1 ton', 23000, 'DGM48P')
('LG', 'Window', 'Non Inverter AC', '1 ton', 32000, 'DGM49P')
('LG', 'Window', 'Non Inverter AC', '1 ton', 41000, 'DGM50P')
('LG', 'Window', 'Non Inverter AC', '1 ton', 53000, 'DGM51P')
('LG', 'Window', 'Non Inverter AC', '1 ton', 61500, 'DGM52P')
('LG', 'Window', 'Non Inverter AC', '1.5 ton', 25000, 'DGM48Q')
('LG', 'Window', 'Non Inverter AC', '1.5 ton', 37000, 'DGM49Q')
('LG', 'Window', 'Non Inverter AC', '1.5 ton', 46500, 'DGM50Q')
('LG', 'Window', 'Non Inverter AC', '1.5 ton', 54500, 'DGM51Q')
('LG', 'Window', 'Non Inverter AC', '1.5 ton', 63000, 'DGM52Q')
('LG', 'Window', 'Non Inverter AC', '2 ton', 27000, 'DGM48R')
('LG', 'Window', 'Non Inverter AC', '2 ton', 36000, 'DGM49R')
('LG', 'Window', 'Non Inverter AC', '2 ton', 43500, 'DGM50R')
('LG', 'Window', 'Non Inverter AC', '2 ton', 54500, 'DGM51R')
('LG', 'Window', 'Non Inverter AC', '2 ton', 64000, 'DGM52R')
('LG', 'Window', 'Non Inverter AC', '3 ton', 28500, 'DGM48S')
('LG', 'Window', 'Non Inverter AC', '3 ton', 38000, 'DGM49S')
('LG', 'Window', 'Non Inverter AC', '3 ton', 45000, 'DGM50S')
('LG', 'Window', 'Non Inverter AC', '3 ton', 56000, 'DGM51S')
('LG', 'Window', 'Non Inverter AC', '3 ton', 66000, 'DGM52S')
('LG', 'Split', 'Inverter AC', '1 ton', 22000, 'DHL48P')
('LG', 'Split', 'Inverter AC', '1 ton', 31500, 'DHL49P')
('LG', 'Split', 'Inverter AC', '1 ton', 40000, 'DHL50P')
('LG', 'Split', 'Inverter AC', '1 ton', 50500, 'DHL51P')
('LG', 'Split', 'Inverter AC', '1 ton', 61000, 'DHL52P')
('LG', 'Split', 'Inverter AC', '1.5 ton', 23000, 'DHL48Q')
('LG', 'Split', 'Inverter AC', '1.5 ton', 33500, 'DHL49Q')
('LG', 'Split', 'Inverter AC', '1.5 ton', 46000, 'DHL50Q')
('LG', 'Split', 'Inverter AC', '1.5 ton', 52500, 'DHL51Q')
('LG', 'Split', 'Inverter AC', '1.5 ton', 62000, 'DHL52Q')
('LG', 'Split', 'Inverter AC', '2 ton', 26000, 'DHL48R')
('LG', 'Split', 'Inverter AC', '2 ton', 34500, 'DHL49R')
('LG', 'Split', 'Inverter AC', '2 ton', 44000, 'DHL50R')
('LG', 'Split', 'Inverter AC', '2 ton', 55500, 'DHL51R')
('LG', 'Split', 'Inverter AC', '2 ton', 65000, 'DHL52R')
('LG', 'Split', 'Inverter AC', '3 ton', 27000, 'DHL48S')
('LG', 'Split', 'Inverter AC', '3 ton', 36500, 'DHL49S')
('LG', 'Split', 'Inverter AC', '3 ton', 48000, 'DHL50S')
('LG', 'Split', 'Inverter AC', '3 ton', 57000, 'DHL51S')
('LG', 'Split', 'Inverter AC', '3 ton', 68500, 'DHL52S')
('LG', 'Split', 'Non Inverter AC', '1 ton', 22000, 'DHM48P')
('LG', 'Split', 'Non Inverter AC', '1 ton', 30500, 'DHM49P')
('LG', 'Split', 'Non Inverter AC', '1 ton', 41000, 'DHM50P')
('LG', 'Split', 'Non Inverter AC', '1 ton', 50000, 'DHM51P')
('LG', 'Split', 'Non Inverter AC', '1 ton', 61500, 'DHM52P')
('LG', 'Split', 'Non Inverter AC', '1.5 ton', 24500, 'DHM48Q')
('LG', 'Split', 'Non Inverter AC', '1.5 ton', 35000, 'DHM49Q')
('LG', 'Split', 'Non Inverter AC', '1.5 ton', 42000, 'DHM50Q')
('LG', 'Split', 'Non Inverter AC', '1.5 ton', 51000, 'DHM51Q')
('LG', 'Split', 'Non Inverter AC', '1.5 ton', 64000, 'DHM52Q')
('LG', 'Split', 'Non Inverter AC', '2 ton', 26000, 'DHM48R')
('LG', 'Split', 'Non Inverter AC', '2 ton', 35500, 'DHM49R')
('LG', 'Split', 'Non Inverter AC', '2 ton', 46000, 'DHM50R')
('LG', 'Split', 'Non Inverter AC', '2 ton', 55000, 'DHM51R')
('LG', 'Split', 'Non Inverter AC', '2 ton', 67000, 'DHM52R')
('LG', 'Split', 'Non Inverter AC', '3 ton', 29000, 'DHM48S')
('LG', 'Split', 'Non Inverter AC', '3 ton', 38500, 'DHM49S')
('LG', 'Split', 'Non Inverter AC', '3 ton', 49000, 'DHM50S')
('LG', 'Split', 'Non Inverter AC', '3 ton', 60000, 'DHM51S')
('LG', 'Split', 'Non Inverter AC', '3 ton', 69500, 'DHM52S')
('LG', 'Centralised', 'Inverter AC', '1 ton', 23500, 'DIL48P')
('LG', 'Centralised', 'Inverter AC', '1 ton', 34000, 'DIL49P')
('LG', 'Centralised', 'Inverter AC', '1 ton', 45000, 'DIL50P')
('LG', 'Centralised', 'Inverter AC', '1 ton', 52000, 'DIL51P')
('LG', 'Centralised', 'Inverter AC', '1 ton', 61000, 'DIL52P')
('LG', 'Centralised', 'Inverter AC', '1.5 ton', 25000, 'DIL48Q')
('LG', 'Centralised', 'Inverter AC', '1.5 ton', 35500, 'DIL49Q')
('LG', 'Centralised', 'Inverter AC', '1.5 ton', 43000, 'DIL50Q')
('LG', 'Centralised', 'Inverter AC', '1.5 ton', 56000, 'DIL51Q')
('LG', 'Centralised', 'Inverter AC', '1.5 ton', 63500, 'DIL52Q')
('LG', 'Centralised', 'Inverter AC', '2 ton', 26000, 'DIL48R')
('LG', 'Centralised', 'Inverter AC', '2 ton', 36000, 'DIL49R')
('LG', 'Centralised', 'Inverter AC', '2 ton', 45500, 'DIL50R')
('LG', 'Centralised', 'Inverter AC', '2 ton', 54500, 'DIL51R')
('LG', 'Centralised', 'Inverter AC', '2 ton', 65000, 'DIL52R')
('LG', 'Centralised', 'Inverter AC', '3 ton', 28500, 'DIL48S')
('LG', 'Centralised', 'Inverter AC', '3 ton', 37500, 'DIL49S')
('LG', 'Centralised', 'Inverter AC', '3 ton', 46000, 'DIL50S')
('LG', 'Centralised', 'Inverter AC', '3 ton', 57000, 'DIL51S')
('LG', 'Centralised', 'Inverter AC', '3 ton', 68000, 'DIL52S')
('LG', 'Centralised', 'Non Inverter AC', '1 ton', 20500, 'DIM48P')
('LG', 'Centralised', 'Non Inverter AC', '1 ton', 32000, 'DIM49P')
('LG', 'Centralised', 'Non Inverter AC', '1 ton', 43000, 'DIM50P')
('LG', 'Centralised', 'Non Inverter AC', '1 ton', 52500, 'DIM51P')
('LG', 'Centralised', 'Non Inverter AC', '1 ton', 63000, 'DIM52P')
('LG', 'Centralised', 'Non Inverter AC', '1.5 ton', 22000, 'DIM48Q')
('LG', 'Centralised', 'Non Inverter AC', '1.5 ton', 33500, 'DIM49Q')
('LG', 'Centralised', 'Non Inverter AC', '1.5 ton', 44500, 'DIM50Q')
('LG', 'Centralised', 'Non Inverter AC', '1.5 ton', 53000, 'DIM51Q')
('LG', 'Centralised', 'Non Inverter AC', '1.5 ton', 60500, 'DIM52Q')
('LG', 'Centralised', 'Non Inverter AC', '2 ton', 26000, 'DIM48R')
('LG', 'Centralised', 'Non Inverter AC', '2 ton', 34500, 'DIM49R')
('LG', 'Centralised', 'Non Inverter AC', '2 ton', 46500, 'DIM50R')
('LG', 'Centralised', 'Non Inverter AC', '2 ton', 57000, 'DIM51R')
('LG', 'Centralised', 'Non Inverter AC', '2 ton', 68000, 'DIM52R')
('LG', 'Centralised', 'Non Inverter AC', '3 ton', 29000, 'DIM48S')
('LG', 'Centralised', 'Non Inverter AC', '3 ton', 38500, 'DIM49S')
('LG', 'Centralised', 'Non Inverter AC', '3 ton', 49000, 'DIM50S')
('LG', 'Centralised', 'Non Inverter AC', '3 ton', 58500, 'DIM51S')
('LG', 'Centralised', 'Non Inverter AC', '3 ton', 69000, 'DIM52S')
('Sharp', 'Window', 'Inverter AC', '1 ton', 22500, 'EGL48P')
('Sharp', 'Window', 'Inverter AC', '1 ton', 33000, 'EGL49P')
('Sharp', 'Window', 'Inverter AC', '1 ton', 42000, 'EGL50P')
('Sharp', 'Window', 'Inverter AC', '1 ton', 51500, 'EGL51P')
('Sharp', 'Window', 'Inverter AC', '1 ton', 61000, 'EGL52P')
('Sharp', 'Window', 'Inverter AC', '1.5 ton', 24000, 'EGL48Q')
('Sharp', 'Window', 'Inverter AC', '1.5 ton', 35000, 'EGL49Q')
('Sharp', 'Window', 'Inverter AC', '1.5 ton', 44500, 'EGL50Q')
('Sharp', 'Window', 'Inverter AC', '1.5 ton', 52000, 'EGL51Q')
('Sharp', 'Window', 'Inverter AC', '1.5 ton', 63500, 'EGL52Q')
('Sharp', 'Window', 'Inverter AC', '2 ton', 25500, 'EGL48R')
('Sharp', 'Window', 'Inverter AC', '2 ton', 36000, 'EGL49R')
('Sharp', 'Window', 'Inverter AC', '2 ton', 46000, 'EGL50R')
('Sharp', 'Window', 'Inverter AC', '2 ton', 54500, 'EGL51R')
('Sharp', 'Window', 'Inverter AC', '2 ton', 65000, 'EGL52R')
('Sharp', 'Window', 'Inverter AC', '3 ton', 27000, 'EGL48S')
('Sharp', 'Window', 'Inverter AC', '3 ton', 37500, 'EGL49S')
('Sharp', 'Window', 'Inverter AC', '3 ton', 48500, 'EGL50S')
('Sharp', 'Window', 'Inverter AC', '3 ton', 57000, 'EGL51S')
('Sharp', 'Window', 'Inverter AC', '3 ton', 67000, 'EGL52S')
('Sharp', 'Window', 'Non Inverter AC', '1 ton', 20500, 'EGM48P')
('Sharp', 'Window', 'Non Inverter AC', '1 ton', 30500, 'EGM49P')
('Sharp', 'Window', 'Non Inverter AC', '1 ton', 42000, 'EGM50P')
('Sharp', 'Window', 'Non Inverter AC', '1 ton', 51000, 'EGM51P')
('Sharp', 'Window', 'Non Inverter AC', '1 ton', 61500, 'EGM52P')
('Sharp', 'Window', 'Non Inverter AC', '1.5 ton', 22000, 'EGM48Q')
('Sharp', 'Window', 'Non Inverter AC', '1.5 ton', 32500, 'EGM49Q')
('Sharp', 'Window', 'Non Inverter AC', '1.5 ton', 44000, 'EGM50Q')
('Sharp', 'Window', 'Non Inverter AC', '1.5 ton', 53500, 'EGM51Q')
('Sharp', 'Window', 'Non Inverter AC', '1.5 ton', 63000, 'EGM52Q')
('Sharp', 'Window', 'Non Inverter AC', '2 ton', 23500, 'EGM48R')
('Sharp', 'Window', 'Non Inverter AC', '2 ton', 34000, 'EGM49R')
('Sharp', 'Window', 'Non Inverter AC', '2 ton', 46000, 'EGM50R')
('Sharp', 'Window', 'Non Inverter AC', '2 ton', 55000, 'EGM51R')
('Sharp', 'Window', 'Non Inverter AC', '2 ton', 65500, 'EGM52R')
('Sharp', 'Window', 'Non Inverter AC', '3 ton', 26000, 'EGM48S')
('Sharp', 'Window', 'Non Inverter AC', '3 ton', 36500, 'EGM49S')
('Sharp', 'Window', 'Non Inverter AC', '3 ton', 475000, 'EGM50S')
('Sharp', 'Window', 'Non Inverter AC', '3 ton', 57000, 'EGM51S')
('Sharp', 'Window', 'Non Inverter AC', '3 ton', 67000, 'EGM52S')
('Sharp', 'Split', 'Inverter AC', '1 ton', 23500, 'EHL48P')
('Sharp', 'Split', 'Inverter AC', '1 ton', 32500, 'EHL49P')
('Sharp', 'Split', 'Inverter AC', '1 ton', 43000, 'EHL50P')
('Sharp', 'Split', 'Inverter AC', '1 ton', 53000, 'EHL51P')
('Sharp', 'Split', 'Inverter AC', '1 ton', 62000, 'EHL52P')
('Sharp', 'Split', 'Inverter AC', '1.5 ton', 25000, 'EHL48Q')
('Sharp', 'Split', 'Inverter AC', '1.5 ton', 34000, 'EHL49Q')
('Sharp', 'Split', 'Inverter AC', '1.5 ton', 45000, 'EHL50Q')
('Sharp', 'Split', 'Inverter AC', '1.5 ton', 56000, 'EHL51Q')
('Sharp', 'Split', 'Inverter AC', '1.5 ton', 64500, 'EHL52Q')
('Sharp', 'Split', 'Inverter AC', '2 ton', 26500, 'EHL48R')
('Sharp', 'Split', 'Inverter AC', '2 ton', 36000, 'EHL49R')
('Sharp', 'Split', 'Inverter AC', '2 ton', 47000, 'EHL50R')
('Sharp', 'Split', 'Inverter AC', '2 ton', 57000, 'EHL51R')
('Sharp', 'Split', 'Inverter AC', '2 ton', 66000, 'EHL52R')
('Sharp', 'Split', 'Inverter AC', '3 ton', 29000, 'EHL48S')
('Sharp', 'Split', 'Inverter AC', '3 ton', 38500, 'EHL49S')
('Sharp', 'Split', 'Inverter AC', '3 ton', 49500, 'EHL50S')
('Sharp', 'Split', 'Inverter AC', '3 ton', 59500, 'EHL51S')
('Sharp', 'Split', 'Inverter AC', '3 ton', 69000, 'EHL52S')
('Sharp', 'Split', 'Non Inverter AC', '1 ton', 22000, 'EHM48P')
('Sharp', 'Split', 'Non Inverter AC', '1 ton', 31000, 'EHM49P')
('Sharp', 'Split', 'Non Inverter AC', '1 ton', 41500, 'EHM50P')
('Sharp', 'Split', 'Non Inverter AC', '1 ton', 52000, 'EHM51P')
('Sharp', 'Split', 'Non Inverter AC', '1 ton', 60500, 'EHM52P')
('Sharp', 'Split', 'Non Inverter AC', '1.5 ton', 24000, 'EHM48Q')
('Sharp', 'Split', 'Non Inverter AC', '1.5 ton', 33000, 'EHM49Q')
('Sharp', 'Split', 'Non Inverter AC', '1.5 ton', 43000, 'EHM50Q')
('Sharp', 'Split', 'Non Inverter AC', '1.5 ton', 54500, 'EHM51Q')
('Sharp', 'Split', 'Non Inverter AC', '1.5 ton', 62000, 'EHM52Q')
('Sharp', 'Split', 'Non Inverter AC', '2 ton', 25500, 'EHM48R')
('Sharp', 'Split', 'Non Inverter AC', '2 ton', 35000, 'EHM49R')
('Sharp', 'Split', 'Non Inverter AC', '2 ton', 44500, 'EHM50R')
('Sharp', 'Split', 'Non Inverter AC', '2 ton', 56000, 'EHM51R')
('Sharp', 'Split', 'Non Inverter AC', '2 ton', 64000, 'EHM52R')
('Sharp', 'Split', 'Non Inverter AC', '3 ton', 27000, 'EHM48S')
('Sharp', 'Split', 'Non Inverter AC', '3 ton', 37000, 'EHM49S')
('Sharp', 'Split', 'Non Inverter AC', '3 ton', 46000, 'EHM50S')
('Sharp', 'Split', 'Non Inverter AC', '3 ton', 58000, 'EHM51S')
('Sharp', 'Split', 'Non Inverter AC', '3 ton', 66500, 'EHM52S')
('Sharp', 'Centralised', 'Inverter AC', '1 ton', 23000, 'EIL48P')
('Sharp', 'Centralised', 'Inverter AC', '1 ton', 33500, 'EIL49P')
('Sharp', 'Centralised', 'Inverter AC', '1 ton', 44000, 'EIL50P')
('Sharp', 'Centralised', 'Inverter AC', '1 ton', 53000, 'EIL51P')
('Sharp', 'Centralised', 'Inverter AC', '1 ton', 62500, 'EIL52P')
('Sharp', 'Centralised', 'Inverter AC', '1.5 ton', 24500, 'EIL48Q')
('Sharp', 'Centralised', 'Inverter AC', '1.5 ton', 35000, 'EIL49Q')
('Sharp', 'Centralised', 'Inverter AC', '1.5 ton', 46000, 'EIL50Q')
('Sharp', 'Centralised', 'Inverter AC', '1.5 ton', 55000, 'EIL51Q')
('Sharp', 'Centralised', 'Inverter AC', '1.5 ton', 64000, 'EIL52Q')
('Sharp', 'Centralised', 'Inverter AC', '2 ton', 26000, 'EIL48R')
('Sharp', 'Centralised', 'Inverter AC', '2 ton', 37000, 'EIL49R')
('Sharp', 'Centralised', 'Inverter AC', '2 ton', 48000, 'EIL50R')
('Sharp', 'Centralised', 'Inverter AC', '2 ton', 57000, 'EIL51R')
('Sharp', 'Centralised', 'Inverter AC', '2 ton', 66500, 'EIL52R')
('Sharp', 'Centralised', 'Inverter AC', '3 ton', 28500, 'EIL48S')
('Sharp', 'Centralised', 'Inverter AC', '3 ton', 39000, 'EIL49S')
('Sharp', 'Centralised', 'Inverter AC', '3 ton', 49500, 'EIL50S')
('Sharp', 'Centralised', 'Inverter AC', '3 ton', 58500, 'EIL51S')
('Sharp', 'Centralised', 'Inverter AC', '3 ton', 68000, 'EIL52S')
('Sharp', 'Centralised', 'Non Inverter AC', '1 ton', 21500, 'EIM48P')
('Sharp', 'Centralised', 'Non Inverter AC', '1 ton', 31000, 'EIM49P')
('Sharp', 'Centralised', 'Non Inverter AC', '1 ton', 41500, 'EIM50P')
('Sharp', 'Centralised', 'Non Inverter AC', '1 ton', 52000, 'EIM51P')
('Sharp', 'Centralised', 'Non Inverter AC', '1 ton', 61000, 'EIM52P')
('Sharp', 'Centralised', 'Non Inverter AC', '1.5 ton', 23000, 'EIM48Q')
('Sharp', 'Centralised', 'Non Inverter AC', '1.5 ton', 33500, 'EIM49Q')
('Sharp', 'Centralised', 'Non Inverter AC', '1.5 ton', 43500, 'EIM50Q')
('Sharp', 'Centralised', 'Non Inverter AC', '1.5 ton', 54000, 'EIM51Q')
('Sharp', 'Centralised', 'Non Inverter AC', '1.5 ton', 63000, 'EIM52Q')
('Sharp', 'Centralised', 'Non Inverter AC', '2 ton', 25500, 'EIM48R')
('Sharp', 'Centralised', 'Non Inverter AC', '2 ton', 35500, 'EIM49R')
('Sharp', 'Centralised', 'Non Inverter AC', '2 ton', 46000, 'EIM50R')
('Sharp', 'Centralised', 'Non Inverter AC', '2 ton', 56000, 'EIM51R')
('Sharp', 'Centralised', 'Non Inverter AC', '2 ton', 65500, 'EIM52R')
('Sharp', 'Centralised', 'Non Inverter AC', '3 ton', 27000, 'EIM48S')
('Sharp', 'Centralised', 'Non Inverter AC', '3 ton', 37000, 'EIM49S')
('Sharp', 'Centralised', 'Non Inverter AC', '3 ton', 48000, 'EIM50S')
('Sharp', 'Centralised', 'Non Inverter AC', '3 ton', 58500, 'EIM51S')
('Sharp', 'Centralised', 'Non Inverter AC', '3 ton', 67000, 'EIM52S')
